ddl_case_id,year,state_code,dist_code,court_no,cino,judge_position,female_defendant,female_petitioner,female_adv_def,female_adv_pet,type_name,purpose_name,disp_name,date_of_filing,date_of_decision,date_first_list,date_last_list,date_next_list
01-01-01-203008001082010,2010,01,01,01,MHNB030003652010,chief judicial magistrate,0 male,-9998 unclear,-9998,0,4018,509,19,2010-04-22,2014-01-10,2010-05-22,2014-01-03,2014-01-10
01-01-01-203008001092010,2010,01,01,01,MHNB030003732010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-04-23,2013-09-16,2010-05-14,2013-08-13,2013-09-16
01-01-01-203008001102010,2010,01,01,01,MHNB030003712010,chief judicial magistrate,0 male,0 male,-9999,0,4018,509,25,2010-04-23,2010-09-15,2010-05-05,2010-08-26,2010-09-15
01-01-01-203008001112010,2010,01,01,01,MHNB030003782010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,1963,15,2010-04-26,2013-06-12,2010-04-28,2013-03-14,2013-06-12
01-01-01-203008001122010,2010,01,01,01,MHNB030003892010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,509,4,2010-04-27,2014-01-03,2010-05-25,2013-12-26,2014-01-03
01-01-01-203008001132010,2010,01,01,01,MHNB030004862010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,509,19,2010-04-27,2013-11-21,2010-05-28,2013-11-11,2013-11-21
01-01-01-203008001142010,2010,01,01,01,MHNB030004872010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,509,19,2010-04-27,2013-11-21,2010-05-28,2013-11-11,2013-11-21
01-01-01-203008001152010,2010,01,01,01,MHNB030003902010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-12,2014-12-12
01-01-01-203008001162010,2010,01,01,01,MHNB030003912010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-26,2014-12-12,2010-05-06,2014-11-12,2014-12-12
01-01-01-203008001172010,2010,01,01,01,MHNB030003922010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-12,2014-12-12
01-01-01-203008001182010,2010,01,01,01,MHNB030003932010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2015-01-17,2010-05-06,2014-12-20,2015-01-17
01-01-01-203008001192010,2010,01,01,01,MHNB030003942010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-15,2014-12-12
01-01-01-203008001202010,2010,01,01,01,MHNB030003952010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-15,2014-12-12
01-01-01-203008001212010,2010,01,01,01,MHNB030003972010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-19,2014-12-12
01-01-01-203008001222010,2010,01,01,01,MHNB030004092010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-19,2014-12-12
01-01-01-203008001232010,2010,01,01,01,MHNB030004082010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2012-02-24,2010-05-06,2012-01-27,2012-02-24
01-01-01-203008001242010,2010,01,01,01,MHNB030004072010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-19,2014-12-12
01-01-01-203008001252010,2010,01,01,01,MHNB030004062010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2012-02-24,2010-05-06,2012-01-27,2012-02-24
01-01-01-203008001262010,2010,01,01,01,MHNB030004052010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-15,2014-12-12
01-01-01-203008001272010,2010,01,01,01,MHNB030004042010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,509,22,2010-04-27,2013-06-28,2010-05-06,2013-06-17,2013-06-28
01-01-01-203008001282010,2010,01,01,01,MHNB030004032010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-15,2014-12-12
01-01-01-203008001292010,2010,01,01,01,MHNB030004022010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9999,0,4018,3734,25,2010-04-27,2014-12-12,2010-05-06,2014-11-15,2014-12-12
01-01-01-203008001302010,2010,01,01,01,MHNB030004012010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3006,30,2010-04-29,2012-02-18,2010-05-29,2012-02-14,2012-02-18
01-01-01-203008001312010,2010,01,01,01,MHNB030004182010,chief judicial magistrate,0 male,0 male,0,0,4018,3734,22,2010-04-30,2014-11-01,2010-05-13,2014-10-31,2014-11-01
01-01-01-203008001322010,2010,01,01,01,MHNB030004102010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4299,25,2010-04-30,2011-01-29,2010-05-05,2011-01-17,2011-01-29
01-01-01-203008001332010,2010,01,01,01,MHNB030004112010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,25,2010-05-04,2012-09-15,2010-05-14,2012-08-21,2012-09-15
01-01-01-203008001342010,2010,01,01,01,MHNB030004122010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,4,2010-05-04,2011-10-10,2010-05-14,2011-09-27,2011-10-10
01-01-01-203008001352010,2010,01,01,01,MHNB030004162010,chief judicial magistrate,0 male,1 female,-9999,-9998,4018,4299,25,2010-05-04,2010-07-29,2010-05-14,2010-05-14,2010-07-29
01-01-01-203008001362010,2010,01,01,01,MHNB030004892010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,4,2010-05-06,2018-08-17,2010-05-28,2018-08-17,2018-08-17
01-01-01-203008001372010,2010,01,01,01,MHNB030004192010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4299,25,2010-05-06,2013-09-19,2010-06-25,2013-08-30,2013-09-19
01-01-01-203008001382010,2010,01,01,01,MHNB030004202010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4299,25,2010-05-06,2013-09-19,2010-06-25,2013-08-29,2013-09-19
01-01-01-203008001392010,2010,01,01,01,MHNB030004332010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,,30,2010-05-07,2011-06-18,2010-07-07,2011-06-15,2011-06-18
01-01-01-203008001402010,2010,01,01,01,MHNB030004242010,chief judicial magistrate,0 male,0 male,-9999,-9998,4018,509,25,2010-05-07,2010-06-19,2010-05-20,2010-05-28,2010-06-19
01-01-01-203008001412010,2010,01,01,01,MHNB030004382010,chief judicial magistrate,0 male,0 male,-9999,1,4018,509,25,2010-05-10,2011-05-04,2010-05-24,2011-04-08,2011-05-04
01-01-01-203008001422010,2010,01,01,01,MHNB030004502010,chief judicial magistrate,1 female,-9998 unclear,0,0,4018,3734,25,2010-05-13,2010-08-26,2010-05-31,2010-08-18,2010-08-26
01-01-01-203008001432010,2010,01,01,01,MHNB030004492010,chief judicial magistrate,0 male,-9998 unclear,1,-9998,4018,1352,25,2010-05-13,2015-10-19,2010-05-31,2015-09-30,2015-10-19
01-01-01-203008001442010,2010,01,01,01,MHNB030004642010,chief judicial magistrate,1 female,1 female,-9999,-9998,4018,1963,30,2010-05-17,2012-07-19,2010-05-17,2012-06-28,2012-07-19
01-01-01-203008001452010,2010,01,01,01,MHNB030004672010,chief judicial magistrate,0 male,1 female,-9999,-9998,4018,4299,25,2010-05-19,2010-07-26,2010-05-19,2010-07-13,2010-07-26
01-01-01-203008001462010,2010,01,01,01,MHNB030004692010,chief judicial magistrate,0 male,-9998 unclear,0,-9998,4018,,4,2010-05-20,2014-05-05,2010-06-21,2014-05-03,2014-05-05
01-01-01-203008001472010,2010,01,01,01,MHNB030004722010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,4,2010-05-21,2015-05-28,2010-07-29,2015-05-25,2015-05-28
01-01-01-203008001482010,2010,01,01,01,MHNB030004742010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,30,2010-05-25,2015-03-04,2010-06-25,2015-03-02,2015-03-04
01-01-01-203008001492010,2010,01,01,01,MHNB030004902010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,4018,3006,30,2010-05-28,2010-08-04,2010-06-28,2010-08-03,2010-08-04
01-01-01-203008001502010,2010,01,01,01,MHNB030007252010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,509,19,2010-05-28,2013-11-21,2010-08-02,2013-11-11,2013-11-21
01-01-01-203008001512010,2010,01,01,01,MHNB030004992010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4946,25,2010-06-01,2012-01-18,2010-06-08,2012-01-16,2012-01-18
01-01-01-203008001532010,2010,01,01,01,MHNB030005042010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,25,2010-06-03,2012-12-20,2010-06-10,2012-12-04,2012-12-20
01-01-01-203008001542010,2010,01,01,01,MHNB030005032010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,,30,2010-06-03,2011-05-12,2010-06-10,2011-05-06,2011-05-12
01-01-01-203008001552010,2010,01,01,01,MHNB030005062010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,4946,25,2010-06-04,2011-02-03,2010-06-04,2011-01-03,2011-02-03
01-01-01-203008001562010,2010,01,01,01,MHNB030005162010,chief judicial magistrate,1 female,0 male,-9999,-9998,4018,4299,25,2010-06-07,2011-04-20,2010-07-07,2011-03-09,2011-04-20
01-01-01-203008001572010,2010,01,01,01,MHNB030005202010,chief judicial magistrate,0 male,-9998 unclear,-9998,0,4018,3006,30,2010-06-08,2010-09-16,2010-06-15,2010-09-03,2010-09-16
01-01-01-203008001582010,2010,01,01,01,MHNB030005242010,chief judicial magistrate,0 male,1 female,-9999,0,4018,3734,22,2010-06-09,2014-03-15,2010-06-09,2014-02-27,2014-03-15
01-01-01-203008001592010,2010,01,01,01,MHNB030005252010,chief judicial magistrate,0 male,1 female,-9999,-9998,4018,3006,30,2010-06-09,2013-11-26,2010-06-09,2013-10-29,2013-11-26
01-01-01-203008001602010,2010,01,01,01,MHNB030005232010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,1211,30,2010-06-09,2013-09-16,2010-06-09,2013-08-28,2013-09-16
01-01-01-203008001612010,2010,01,01,01,MHNB030005272010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3006,30,2010-06-09,2013-07-23,2010-06-23,2013-06-18,2013-07-23
01-01-01-203008001622010,2010,01,01,01,MHNB030005262010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-06-09,2011-07-25,2010-06-09,2011-07-22,2011-07-25
01-01-01-203008001632010,2010,01,01,01,MHNB030005312010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-06-10,2012-03-05,2010-08-10,2012-02-22,2012-03-05
01-01-01-203008001642010,2010,01,01,01,MHNB030005442010,chief judicial magistrate,1 female,0 male,-9999,-9998,4018,4299,25,2010-06-11,2010-09-01,2010-07-14,2010-08-04,2010-09-01
01-01-01-203008001652010,2010,01,01,01,MHNB030005432010,chief judicial magistrate,0 male,0 male,0,0,4018,509,26,2010-06-11,,2010-07-14,2019-01-30,2019-02-26
01-01-01-203008001662010,2010,01,01,01,MHNB030005452010,chief judicial magistrate,-9998 unclear,-9998 unclear,1,0,4018,3006,30,2010-06-14,2010-10-16,2010-06-25,2010-10-13,2010-10-15
01-01-01-203008001672010,2010,01,01,01,MHNB030005462010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3006,30,2010-06-14,2010-10-16,2010-06-25,2010-10-13,2010-10-15
01-01-01-203008001682010,2010,01,01,01,MHNB030005522010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,4299,25,2010-06-15,2010-09-01,2010-06-19,2010-07-31,2010-09-01
01-01-01-203008001692010,2010,01,01,01,MHNB030005512010,chief judicial magistrate,0 male,1 female,-9999,-9998,4018,509,25,2010-06-15,2010-07-15,2010-07-15,2010-07-15,2010-07-15
01-01-01-203008001702010,2010,01,01,01,MHNB030005572010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3439,25,2010-06-15,2012-06-15,2010-06-25,2012-05-15,2012-06-15
01-01-01-203008001712010,2010,01,01,01,MHNB030005532010,chief judicial magistrate,0 male,0 male,0,0,4018,4946,25,2010-06-15,2011-01-12,2010-06-25,2010-12-27,2011-01-12
01-01-01-203008001722010,2010,01,01,01,MHNB030005542010,chief judicial magistrate,0 male,-9998 unclear,-9998,-9999,4018,4946,25,2010-06-15,2011-02-23,2010-07-15,2011-01-29,2011-02-23
01-01-01-203008001732010,2010,01,01,01,MHNB030005592010,chief judicial magistrate,0 male,1 female,-9999,0,4018,3734,25,2010-06-16,2010-06-16,2010-06-16,2010-06-16,2010-06-16
01-01-01-203008001742010,2010,01,01,01,MHNB030005632010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4299,25,2010-06-16,2010-12-16,2010-06-21,2010-11-29,2010-12-16
01-01-01-203008001752010,2010,01,01,01,MHNB030005712010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-06-17,2011-01-19,2010-07-17,2011-01-18,2011-01-19
01-01-01-203008001762010,2010,01,01,01,MHNB030005742010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,4946,30,2010-06-18,2011-04-02,2010-06-29,2011-03-02,2011-04-02
01-01-01-203008001772010,2010,01,01,01,MHNB030005732010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,4018,3006,30,2010-06-18,2010-09-20,2010-07-01,2010-09-18,2010-09-20
01-01-01-203008001782010,2010,01,01,01,MHNB030005762010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-06-19,2011-03-01,2010-07-01,2011-02-25,2011-03-01
01-01-01-203008001792010,2010,01,01,01,MHNB030005872010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,22,2010-06-21,2011-06-21,2010-08-21,2011-06-20,2011-06-21
01-01-01-203008001802010,2010,01,01,01,MHNB030005862010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-06-21,2010-10-19,2010-08-21,2010-10-16,2010-10-19
01-01-01-203008001812010,2010,01,01,01,MHNB030005912010,chief judicial magistrate,0 male,0 male,-9999,0,4018,509,22,2010-06-22,2011-12-21,2010-06-29,2011-11-14,2011-12-21
01-01-01-203008001822010,2010,01,01,01,MHNB030005892010,chief judicial magistrate,0 male,1 female,-9999,0,4018,3734,25,2010-06-22,2010-06-22,2010-06-22,2010-06-22,2010-06-22
01-01-01-203008001832010,2010,01,01,01,MHNB030005932010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4299,25,2010-06-23,2010-10-29,2010-06-24,2010-10-28,2010-10-29
01-01-01-203008001842010,2010,01,01,01,MHNB030005972010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4946,25,2010-06-23,2010-10-25,2010-06-24,2010-08-30,2010-10-25
01-01-01-203008001852010,2010,01,01,01,MHNB030005992010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-06-24,2011-08-19,2010-07-19,2011-08-03,2011-08-19
01-01-01-203008001862010,2010,01,01,01,MHNB030006122010,chief judicial magistrate,0 male,-9998 unclear,0,-9998,4018,3280,4,2010-06-24,2016-01-21,2010-07-26,2016-01-21,2016-01-21
01-01-01-203008001872010,2010,01,01,01,MHNB030006152010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,4946,25,2010-06-25,2011-02-08,2010-08-25,2011-01-31,2011-02-08
01-01-01-203008001882010,2010,01,01,01,MHNB030006132010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4299,43,2010-06-25,2014-06-25,2010-06-30,2014-04-25,2014-06-25
01-01-01-203008001892010,2010,01,01,01,MHNB030006192010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4299,43,2010-06-28,2014-01-06,2010-06-29,2013-11-28,2014-01-06
01-01-01-203008001902010,2010,01,01,01,MHNB030006162010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,30,2010-06-28,2012-11-19,2010-07-28,2012-11-05,2012-11-19
01-01-01-203008001912010,2010,01,01,01,MHNB030006212010,chief judicial magistrate,0 male,1 female,-9999,0,4018,3627,25,2010-06-29,2014-03-10,2010-06-29,2013-10-30,2014-03-10
01-01-01-203008001922010,2010,01,01,01,MHNB030009642010,chief judicial magistrate,0 male,1 female,-9999,0,4018,3006,25,2010-06-30,2012-11-03,2010-10-27,2012-10-11,2012-11-03
01-01-01-203008001932010,2010,01,01,01,MHNB030006482010,chief judicial magistrate,0 male,-9998 unclear,0,-9998,4018,1963,26,2010-06-30,,2010-09-30,2019-02-08,2019-02-26
01-01-01-203008001942010,2010,01,01,01,MHNB030006492010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-07-02,2010-10-11,2010-07-30,2010-10-08,2010-10-11
01-01-01-203008001952010,2010,01,01,01,MHNB030006592010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,,30,2010-07-03,2013-05-30,2010-07-03,2013-05-27,2013-05-30
01-01-01-203008001962010,2010,01,01,01,MHNB030006572010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,4946,25,2010-07-03,2013-01-23,2010-07-03,2012-11-07,2013-01-23
01-01-01-203008001972010,2010,01,01,01,MHNB030007142010,chief judicial magistrate,0 male,0 male,-9999,0,4018,509,22,2010-07-06,2013-12-07,2010-07-15,2013-11-13,2013-12-07
01-01-01-203008001982010,2010,01,01,01,MHNB030006692010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,30,2010-07-07,2013-01-21,2010-07-19,2013-01-15,2013-01-21
01-01-01-203008001992010,2010,01,01,01,MHNB030006992010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3006,30,2010-07-12,2013-11-26,2010-08-09,2013-10-29,2013-11-26
01-01-01-203008002002010,2010,01,01,01,MHNB030007112010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-07-13,2011-06-17,2010-07-26,2011-06-07,2011-06-17
01-01-01-203008002012010,2010,01,01,01,MHNB030007192010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,4946,25,2010-07-15,2011-02-15,2010-08-24,2011-01-29,2011-02-15
01-01-01-203008002022010,2010,01,01,01,MHNB030007202010,chief judicial magistrate,0 male,-9998 unclear,-9998,0,4018,4946,25,2010-07-15,2011-01-18,2010-08-24,2010-12-28,2011-01-18
01-01-01-203008002032010,2010,01,01,01,MHNB030007162010,chief judicial magistrate,1 female,0 male,-9999,0,4018,509,25,2010-07-15,2010-07-16,2010-07-16,2010-07-16,2010-07-16
01-01-01-203008002042010,2010,01,01,01,MHNB030007182010,chief judicial magistrate,1 female,-9998 unclear,0,0,4018,3006,30,2010-07-15,2010-10-16,2010-08-07,2010-10-15,2010-10-16
01-01-01-203008002052010,2010,01,01,01,MHNB030007212010,chief judicial magistrate,0 male,0 male,-9999,0,4018,509,22,2010-07-16,2014-03-15,2010-07-16,2013-09-26,2014-03-15
01-01-01-203008002072010,2010,01,01,01,MHNB030007242010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,4018,3734,25,2010-07-16,2014-01-07,2010-07-27,2013-10-19,2014-01-07
01-01-01-203008002082010,2010,01,01,01,MHNB030007272010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-07-17,2014-06-27,2010-08-17,2014-06-16,2014-06-27
01-01-01-203008002092010,2010,01,01,01,MHNB030007352010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-07-20,2011-12-16,2010-07-31,2011-12-09,2011-12-16
01-01-01-203008002102010,2010,01,01,01,MHNB030007402010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4299,25,2010-07-21,2010-12-29,2010-07-27,2010-12-07,2010-12-29
01-01-01-203008002112010,2010,01,01,01,MHNB030007492010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,1963,4,2010-07-21,2014-05-12,2010-08-04,2014-05-06,2014-05-12
01-01-01-203008002122010,2010,01,01,01,MHNB030007522010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-07-23,2011-05-02,2010-08-26,2011-04-27,2011-05-02
01-01-01-203008002132010,2010,01,01,01,MHNB030007702010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,509,30,2010-07-26,2011-11-01,2010-08-02,2011-10-20,2011-11-01
01-01-01-203008002142010,2010,01,01,01,MHNB030007722010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,4018,3734,25,2010-07-26,2010-07-26,2010-07-26,2010-07-26,2010-07-26
01-01-01-203008002152010,2010,01,01,01,MHNB030007612010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4946,25,2010-07-26,2013-03-19,2010-07-31,2013-02-06,2013-03-19
01-01-01-203008002162010,2010,01,01,01,MHNB030007712010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-07-26,2012-12-26,2010-08-07,2012-11-22,2012-12-26
01-01-01-203008002172010,2010,01,01,01,MHNB030007762010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,4018,3734,25,2010-07-27,2010-07-27,2010-07-27,2010-07-27,2010-07-27
01-01-01-203008002182010,2010,01,01,01,MHNB030007582010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-07-28,2013-03-13,2010-08-07,2013-02-18,2013-03-13
01-01-01-203008002192010,2010,01,01,01,MHNB030007752010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,4018,,4,2010-07-28,2014-01-18,2010-08-27,2014-01-07,2014-01-18
01-01-01-203008002202010,2010,01,01,01,MHNB030007962010,chief judicial magistrate,0 male,0 male,-9999,0,4018,3734,25,2010-07-28,2012-04-24,2010-08-17,2012-04-09,2012-04-24
01-01-01-203008002212010,2010,01,01,01,MHNB030008032010,chief judicial magistrate,0 male,0 male,-9999,0,4018,509,25,2010-08-02,2010-08-05,2010-08-05,2010-08-05,2010-08-05
01-01-01-203008002222010,2010,01,01,01,MHNB030008072010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3734,25,2010-08-03,2010-08-03,2010-08-03,2010-08-03,2010-08-03
01-01-01-203008002232010,2010,01,01,01,MHNB030008082010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,509,30,2010-08-03,2011-05-11,2010-09-03,2011-05-04,2011-05-11
01-01-01-203008002242010,2010,01,01,01,MHNB030008112010,chief judicial magistrate,1 female,1 female,-9999,0,4018,3734,25,2010-08-03,2015-01-17,2010-08-07,2014-12-24,2015-01-17
01-01-01-203008002262010,2010,01,01,01,MHNB030008102010,chief judicial magistrate,1 female,-9998 unclear,0,0,4018,,30,2010-08-04,2013-02-04,2010-09-01,2013-01-30,2013-02-04
01-01-01-203008002272010,2010,01,01,01,MHNB030008272010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3734,22,2010-08-05,2011-06-30,2010-08-30,2011-06-04,2011-06-30
01-01-01-203008002282010,2010,01,01,01,MHNB030008152010,chief judicial magistrate,1 female,1 female,-9999,0,4018,3734,43,2010-08-05,2014-02-07,2010-08-12,2014-01-16,2014-02-07
01-01-01-203008002292010,2010,01,01,01,MHNB030008172010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3439,25,2010-08-05,2014-12-11,2010-10-05,2014-11-07,2014-12-11
01-01-01-203008002302010,2010,01,01,01,MHNB030008182010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4946,25,2010-08-05,2014-09-15,2010-08-16,2014-08-21,2014-09-15
01-01-01-203008002312010,2010,01,01,01,MHNB030008212010,chief judicial magistrate,0 male,0 male,-9999,-9998,4018,4946,15,2010-08-06,2012-12-26,2010-08-12,2012-12-19,2012-12-26
01-01-01-203008002322010,2010,01,01,01,MHNB030008262010,chief judicial magistrate,1 female,0 male,-9999,1,4018,509,25,2010-08-06,2011-07-14,2010-08-21,2011-06-22,2011-07-14
01-01-01-203008002332010,2010,01,01,01,MHNB030008802010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-08-07,2010-09-01,2010-08-27,2010-08-30,2010-09-01
01-01-01-203008002342010,2010,01,01,01,MHNB030008432010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4946,25,2010-08-07,2013-01-05,2010-09-06,2012-12-05,2013-01-05
01-01-01-203008002352010,2010,01,01,01,MHNB030008372010,chief judicial magistrate,0 male,1 female,-9999,0,4018,509,25,2010-08-10,2010-08-25,2010-08-10,2010-08-10,2010-08-25
01-01-01-203008002362010,2010,01,01,01,MHNB030008402010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,1963,4,2010-08-11,2011-05-09,2010-09-07,2011-05-04,2011-05-09
01-01-01-203008002372010,2010,01,01,01,MHNB030008472010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-08-12,2011-03-18,2010-09-13,2011-03-16,2011-03-18
01-01-01-203008002382010,2010,01,01,01,MHNB030008482010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,30,2010-08-12,2012-11-26,2010-09-13,2012-11-19,2012-11-26
01-01-01-203008002392010,2010,01,01,01,MHNB030008502010,chief judicial magistrate,0 male,-9998 unclear,0,-9998,4018,3280,19,2010-08-16,2017-08-22,2010-09-16,2017-08-22,2017-08-22
01-01-01-203008002402010,2010,01,01,01,MHNB030008632010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,4946,25,2010-08-16,2011-02-15,2010-10-16,2011-01-13,2011-02-15
01-01-01-203008002412010,2010,01,01,01,MHNB030008582010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-08-17,2012-05-03,2010-09-17,2012-04-23,2012-05-03
01-01-01-203008002422010,2010,01,01,01,MHNB030008592010,chief judicial magistrate,1 female,-9998 unclear,1,0,4018,4946,25,2010-08-17,2010-09-17,2010-09-17,2010-09-17,2010-09-17
01-01-01-203008002432010,2010,01,01,01,MHNB030008602010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-08-17,2010-11-16,2010-09-17,2010-11-12,2010-11-16
01-01-01-203008002442010,2010,01,01,01,MHNB030008612010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3006,30,2010-08-17,2010-11-16,2010-09-17,2010-11-12,2010-11-16
01-01-01-203008002452010,2010,01,01,01,MHNB030008522010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3280,4,2010-08-18,2015-04-15,2010-09-06,2015-04-09,2015-04-15
01-01-01-203008002462010,2010,01,01,01,MHNB030008572010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-08-19,2011-08-01,2010-10-19,2011-07-22,2011-07-26
01-01-01-203008002472010,2010,01,01,01,MHNB030008562010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-08-20,2011-03-10,2010-10-20,2011-03-09,2011-03-10
01-01-01-203008002482010,2010,01,01,01,MHNB030008552010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-08-20,2013-09-21,2010-10-20,2013-09-12,2013-09-21
01-01-01-203008002492010,2010,01,01,01,MHNB030008642010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,4,2010-08-21,2011-07-14,2010-09-21,2011-06-22,2011-07-14
01-01-01-203008002502010,2010,01,01,01,MHNB030008732010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-08-23,2013-01-07,2010-09-23,2013-01-02,2013-01-07
